,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,5DAvg,10DAvg,20DAvg,RSI,TR,ATR,BolU,BolL,EMAs,EMAl,MACD,StoK,StoD,DMP,DMM,DI14P,DI14N,ADX,index,Revenue,COGS,GrossProfit,OperatingIncome,PreTaxIncome,IncomeAfterTax,IncomeFromContinuousOperations,NetIncome,EBITDA,SharesOutstanding,Basic EPS,EPS,Current,D/E,ITR,ROE,ROA,BVPS,OCFPS,FCFPS
210,2021-02-08 00:00:00-05:00,339.432832,342.7360609,338.4808932,342.5361328,2520700,0,0,338.93573,338.710144,341.4313858,57.53677922,4.635963225,5.343689579,348.2666361,332.1702666,340.0112419,27.37684568,312.6343963,67.88809644,96.60711173,3.036713102,0,18.08902121,14.55419177,10.82868112,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
211,2021-02-09 00:00:00-05:00,342.7359937,344.2876584,341.0796008,342.2790527,2154000,0,0,339.826886,338.2626556,341.2537216,48.4723093,3.208057598,4.996691966,348.0994334,332.1976639,340.3601359,27.3819184,312.9782175,66.26681185,72.12647786,0,2.598707566,19.34522176,17.96232784,3.706740141,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
212,2021-02-10 00:00:00-05:00,343.6498908,343.6498908,338.0524863,339.004425,2162400,0,0,340.1334167,338.3038116,340.9033005,41.61990189,5.597404532,5.121667859,347.265256,332.220658,340.151565,27.13972914,313.0118359,45.61525668,15.26724116,0,0,18.87317116,8.871938175,36.04683213,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
213,2021-02-11 00:00:00-05:00,338.6332005,339.3661829,334.5017896,335.2728577,2088400,0,0,339.4385132,337.9081573,340.2356689,37.97011697,4.864393334,5.144746031,346.5104971,331.699006,339.4009947,26.8453768,312.5556179,22.08199517,7.879403674,0,0,17.94422312,8.832140658,34.03032069,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
214,2021-02-12 00:00:00-05:00,335.072904,336.0153431,333.2737549,335.7963867,2096600,0,0,338.977771,338.0047363,339.8127258,39.24824667,2.741588188,4.96869501,345.6030427,331.4618377,338.8464396,26.86235285,311.9840867,25.38364963,24.31186175,0,0,18.58002363,9.145081456,34.03032069,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
215,2021-02-16 00:00:00-05:00,336.1104099,338.2808284,335.1204149,336.9862061,1829000,0,0,337.8677856,338.4017578,339.4582977,36.24470213,3.160413526,4.718050938,343.1105696,332.5589207,338.5602498,26.9517451,311.6085047,33.08561171,60.93549501,2.265485297,0,17.32984299,9.630909286,28.55607896,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
216,2021-02-17 00:00:00-05:00,336.1390733,340.95591,334.9967642,340.8321533,2143000,0,0,337.5784058,338.7026459,339.66147,53.58972879,5.959145786,4.400620685,343.5003023,332.4890863,338.9097734,27.24325174,311.6665217,72.3918438,98.3890369,2.675081622,0,22.92195013,10.32561628,37.88648375,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
217,2021-02-18 00:00:00-05:00,335.3490116,340.9845023,335.3490116,339.7660217,1914900,0,0,337.7307251,338.9320709,339.4868866,50.848552,5.635490685,4.427203825,343.582955,332.4830938,339.0415039,27.18587211,311.8556318,63.87386243,79.65040329,0,0.352247372,22.78431531,8.961859075,43.5405415,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
218,2021-02-19 00:00:00-05:00,339.5470038,340.7273985,337.5383981,337.7192688,1839400,0,0,338.2200073,338.8292603,339.1387146,54.93490406,3.189000329,4.303466234,343.482742,332.9959742,338.8380831,27.03001044,311.8080727,47.52109374,45.46799735,0,2.189386539,23.43943287,12.85346487,29.16815316,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
219,2021-02-22 00:00:00-05:00,335.7963195,336.3103744,332.055208,333.3783875,2215600,0,0,337.7364075,338.3570892,338.5972473,50.56991228,5.66406081,4.465096224,343.3999995,333.1304876,337.99813,26.69691836,311.3012116,10.81696162,14.81841028,0,0,22.59095948,12.38818813,29.16815316,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
220,2021-02-23 00:00:00-05:00,332.9880732,334.130411,325.5915215,325.7057495,3692600,0,0,335.4803162,336.6740509,337.6920975,32.51913546,8.538889443,4.587771276,345.8622202,328.9371921,336.1069945,26.10390132,310.0030932,0.610970984,0.754683535,0,0,14.72413581,12.05693325,9.95928337,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
221,2021-02-24 00:00:00-05:00,325.3631713,326.0390397,321.6506158,324.3255615,3305800,0,0,332.1789978,334.8787018,336.5706787,31.58179177,4.388423934,4.60806742,347.4337988,325.4875836,334.2944664,25.95773799,308.3367284,11.81667484,18.24686055,0,0,14.65928364,8.336868845,27.49335915,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
222,2021-02-25 00:00:00-05:00,324.4683422,326.5150048,317.3288012,317.852356,3618100,0,0,327.7962646,332.7634949,335.5336533,24.4470204,9.186203507,4.956204747,349.6565935,320.2797861,331.7649109,25.46741437,306.2974965,1.94205085,3.116098528,0.475965003,0,12.18277385,7.75126446,22.23086624,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
223,2021-02-26 00:00:00-05:00,319.384989,319.7467304,315.0346218,315.0917358,3362200,0,0,323.2707581,330.7453827,334.32677,23.2454833,4.712108576,5.105795962,351.2874,315.3620707,329.1998071,25.22660372,303.9732033,0.195241279,0.49749214,0,0,11.82583912,7.191185293,24.37107784,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
224,2021-03-01 00:00:00-05:00,319.0992861,319.8513257,315.4343172,315.8246155,4653200,0,0,319.7600037,328.7482056,333.3764709,16.01230772,4.759589822,5.114626434,350.7842763,312.0492634,327.1420853,25.26305327,301.879032,2.70055261,6.881248189,0,0.399695383,7.564484765,7.736966203,1.12722276,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
225,2021-03-02 00:00:00-05:00,317.6524168,318.6043555,312.6357105,312.6737671,4660100,0,0,317.1536072,326.3169617,332.3593597,14.91403068,5.968644996,5.311811248,349.981206,308.6230072,324.9161902,25.03235706,299.8838331,0.122707193,0.52742045,0,0,7.283676307,3.955241249,29.61526358,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
226,2021-03-03 00:00:00-05:00,312.3977601,312.6357447,308.1997066,308.3520203,4064200,0,0,313.9588989,323.0689484,330.8857971,14.55283876,4.474060516,5.231572389,349.763448,304.4618502,322.3678563,24.69513906,297.6727173,0.464586363,1.307231971,0,0,7.395389159,4.015904472,29.61526358,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
227,2021-03-04 00:00:00-05:00,307.8284559,309.9512899,299.8988182,303.7065735,5501200,0,0,311.1297424,319.4630035,329.1975372,14.25160777,10.05247175,5.60214942,350.141065,299.574764,319.4968897,24.32605278,295.170837,9.267839673,20.35630023,0,0,6.90619097,3.750256086,29.61526358,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
228,2021-03-05 00:00:00-05:00,300.1748057,303.1258213,292.2451694,302.0691833,8102800,0,0,308.5252319,315.897995,327.3636276,12.74430684,11.46140411,6.224993414,349.6005214,295.2971357,316.8157041,24.1774249,292.6382792,20.15623396,48.17918962,0,0,6.215189505,3.375022841,29.61526358,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
229,2021-03-08 00:00:00-05:00,303.5827078,306.8383211,295.9767285,296.4526978,4873500,0,0,304.6508484,312.205426,325.2812576,9.214569976,10.86159262,6.775077635,348.605551,290.501605,313.6829339,23.75037946,289.9325545,8.632716378,23.76312963,0,3.731559128,3.322098596,7.035120672,35.84960384,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
230,2021-03-09 00:00:00-05:00,298.6802631,304.8868923,297.6807101,303.4589844,5426800,0,0,302.8078918,309.9807495,323.3274002,14.64322875,8.434194515,6.95186683,344.3377793,289.4303525,312.1100186,24.23773065,287.872288,23.0077318,76.84299586,0,1.703981619,0.489041305,8.60700981,89.24717334,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
231,2021-03-10 00:00:00-05:00,305.7056383,311.6552557,302.0692251,308.2663269,4523500,0,0,302.7907532,308.374826,321.6267639,22.16983116,9.586030629,7.234048254,338.9989656,290.2692098,311.5186814,24.62993019,286.8887512,33.04542268,78.38490322,6.768363469,0,7.153007771,7.923465718,5.110332647,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
232,2021-03-11 00:00:00-05:00,314.5300662,315.3296912,311.0174101,312.8546448,4338900,0,0,304.6203674,307.8750549,320.3192749,28.97613268,7.063364276,7.510788536,333.2800056,292.4360807,311.7242143,24.9988574,286.7253568,46.77040621,85.97626459,0,8.948184966,6.889450173,14.05922487,34.22543278,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
233,2021-03-12 00:00:00-05:00,312.3311042,315.6914468,309.9512574,315.2250061,3182100,0,0,307.251532,307.888382,319.3168823,34.1215989,5.7401894,7.516226293,328.35343,294.7693161,312.2627976,25.20176767,287.0610299,54.86380368,96.57588392,0.361755606,0,7.228251236,14.04905346,32.05670228,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
234,2021-03-15 00:00:00-04:00,317.566731,317.6428733,311.5885576,314.6252441,3243000,0,0,310.8860413,307.7684448,318.2583252,38.93959831,6.054315709,7.33875674,325.6226928,295.917124,312.6262509,25.17237125,287.4538797,65.3054633,60.76729258,1.951426526,0,9.302383947,14.38879482,21.46964034,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
235,2021-03-16 00:00:00-04:00,313.8256466,314.1683306,310.9412735,311.5219421,3066700,0,0,312.4986328,307.6532623,316.985112,37.64463221,3.683970669,7.28843865,322.5295931,297.1811351,312.4563573,24.94031951,287.5160378,56.24997188,20.42073821,0,0,9.366605959,14.48813251,21.46964034,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
236,2021-03-17 00:00:00-04:00,310.3320265,314.6157508,308.542377,313.3687134,2672400,0,0,313.5191101,308.1549316,315.61194,45.24912659,6.073373756,7.066093668,321.5482131,297.5219948,312.5967197,25.05992836,287.5367914,76.51751219,53.03377086,0.447420209,0,9.632485034,14.94402281,21.61225595,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
237,2021-03-18 00:00:00-04:00,310.7889077,312.3691292,306.8859539,307.4571228,2736900,0,0,312.4396057,308.5299866,313.9964951,42.41673047,6.482759515,7.192568735,320.6027849,297.376764,311.8060125,24.63089268,287.1751198,55.10348224,7.389184275,0,0,9.46310616,14.68124517,21.61225595,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
238,2021-03-19 00:00:00-04:00,308.0569102,313.4258591,306.8955727,313.1022034,4859300,0,0,312.0150452,309.6332886,312.7656418,47.53631129,6.530286415,7.319047063,319.9992878,297.5913451,312.0054265,25.01726637,286.9881601,79.12624437,80.41931194,1.056729886,0,10.33086841,14.03746923,15.21072496,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
239,2021-03-22 00:00:00-04:00,312.664282,320.0132501,312.4167687,318.4139709,4064900,0,0,312.7727905,311.8294159,312.017421,54.9991628,7.596481391,7.435321091,321.3972796,297.0133824,312.9913564,25.43935091,287.5520055,94.24058459,87.81714762,6.58739098,0,16.49759349,13.81795039,8.839172125,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
240,2021-03-23 00:00:00-04:00,317.8428313,326.0485384,317.7571313,323.9828186,3641200,0,0,315.2649658,313.8817993,311.9312744,63.32350049,8.29140712,7.707988705,324.8215372,295.8220959,314.6823506,25.88312367,288.7992269,93.88901209,89.21462179,6.035288332,0,21.50679166,13.32914485,23.4747437,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
241,2021-03-24 00:00:00-04:00,325.7724623,326.0485326,320.6414987,321.7933655,3006400,0,0,316.9498962,315.2345032,311.8046646,66.09066208,5.407033881,7.376171714,326.7820636,296.445397,315.7763529,25.75381401,290.0225389,87.41198572,68.78488264,0,2.884367461,22.47427441,16.72188873,14.67588973,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
242,2021-03-25 00:00:00-04:00,321.5744218,331.0652521,321.0603667,329.694458,4307100,0,0,321.3973633,316.9184845,312.3967697,72.11208554,10.0048854,7.272134664,330.4944755,296.6794529,317.9175998,26.32950163,291.5880982,96.09332636,89.69956676,5.016719491,0,27.72333395,16.96111642,24.08492763,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
243,2021-03-26 00:00:00-04:00,329.570619,335.5202347,327.5620428,335.1013794,3061200,0,0,325.7971985,318.9061218,313.3972519,81.03967875,7.958191894,7.064748898,333.8153608,298.8798078,320.5612582,26.77265785,293.7886004,98.89307472,97.18487333,0,6.501676055,28.53715267,20.25975363,16.96295864,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
244,2021-03-29 00:00:00-04:00,334.5588947,340.5751257,334.1400393,339.0329895,3012000,0,0,329.9210022,321.3468964,314.5576706,80.05463875,6.435086376,6.921955459,338.498382,299.2787874,323.403063,27.09671462,296.3063484,95.99506531,92.09759048,0,6.577996533,29.12584732,25.7072536,6.234543849,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
245,2021-03-30 00:00:00-04:00,336.586495,337.7193044,332.0743145,332.9405823,2602400,0,0,331.7125549,323.4887604,315.5710114,70.40297932,6.958674987,6.734287199,340.580968,300.721095,324.8703737,26.6694294,298.2009443,77.33828709,41.33178548,0,0,22.75851326,26.42365244,7.452171192,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
246,2021-03-31 00:00:00-04:00,333.8068019,340.2704733,332.4455366,335.5393372,2832200,0,0,334.4617493,325.7058228,316.9303772,69.39601231,7.824936663,6.788685227,343.1374517,301.4052816,326.5117527,26.830279,299.6814737,85.05220448,40.76108243,2.551168883,0,25.260414,16.79689862,20.1237665,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
247,2021-04-01 00:00:00-04:00,335.5965172,340.1467836,334.7302494,337.8811646,2938600,0,0,336.0990906,328.7482269,318.6391068,69.38107195,5.416534169,6.765566996,345.8853213,301.8940061,328.260893,27.01566249,301.2452305,92.00348071,70.84843274,0,2.284712779,24.96480056,19.26641693,12.88317158,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
248,2021-04-05 00:00:00-04:00,340.3181025,345.2396386,339.6898195,343.4785461,2705700,0,0,337.7745239,331.7858612,320.7095749,72.73818256,7.358474086,6.858721166,349.5551031,302.3461245,330.6020704,27.44401545,303.1580549,95.40828344,86.2351223,5.092855064,0,27.89730059,19.00474321,18.9598505,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
249,2021-04-06 00:00:00-04:00,342.5075369,345.3633531,341.7459976,342.8121643,2142000,0,0,338.5303589,334.2256805,323.0275482,75.64356644,3.617355485,6.853962939,351.8304366,304.5408228,332.4805464,27.42638369,305.0541627,93.36964341,76.00711088,0,2.056178131,27.91666774,21.16078281,13.76576177,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
250,2021-04-07 00:00:00-04:00,343.5261159,344.0877563,340.4227864,341.5651245,1808400,0,0,340.2552673,335.9839111,324.9328552,73.33747575,3.664969825,6.681934086,353.2025443,307.1967738,333.8781738,27.33270431,306.5454695,90.12867645,33.05356366,0,0,28.15710915,21.70557495,12.93860191,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
251,2021-04-08 00:00:00-04:00,345.3633337,348.4285774,342.3171475,343.8592834,2839200,0,0,341.9192566,338.1905029,326.7125031,82.04826049,6.863452877,6.709126469,352.7566323,312.8429945,335.4137291,27.4957028,307.9180263,88.99840266,42.92514039,4.340821118,0,32.66443307,21.61760131,20.35080647,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
252,2021-04-09 00:00:00-04:00,343.5642146,346.2296315,342.3171772,345.7536621,1610800,0,0,343.4937561,339.7964233,328.3574539,80.77885898,3.912454283,6.52213846,352.6560888,317.6080321,337.004488,27.6481011,309.3563869,92.57211627,66.58774507,0,2.97E-05,32.44361389,22.23740486,18.66499429,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
253,2021-04-12 00:00:00-04:00,345.4014131,347.6955887,343.9735052,347.2767334,1836600,0,0,344.2533936,341.0139587,329.9600403,79.30031792,3.722083573,6.245395759,352.9469956,321.4403771,338.5848335,27.77220996,310.8126235,96.24457228,81.15262704,0,1.656327954,26.34724132,25.11711884,2.390241484,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
254,2021-04-13 00:00:00-04:00,347.7813189,349.6471109,346.7627375,347.6575623,1796400,0,0,345.2224731,341.876416,331.6116562,76.86324564,2.884373412,5.859179065,353.5761537,324.1933252,339.9806379,27.80961276,312.1710251,93.14081494,72.85720851,0,2.789232305,20.72640987,30.1730726,18.55944751,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
255,2021-04-14 00:00:00-04:00,347.3149181,347.3149181,345.1254412,345.7156677,1509400,0,0,346.0525818,343.1539246,333.3213425,77.29750247,2.53212106,5.653828149,351.8955104,329.2914402,340.8629502,27.66853929,313.1944109,86.24732106,30.70644419,0,0,21.47920729,27.62496604,12.51575646,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
256,2021-04-15 00:00:00-04:00,347.3433681,351.7889051,346.7626704,351.0749512,1850100,0,0,347.4957153,344.707486,335.2066544,75.89946249,6.073237412,5.37299615,352.8417746,331.3995323,342.4340273,28.05507337,314.3789539,97.05304817,89.28554321,4.473987011,0,21.88035929,29.06884841,14.10912837,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
257,2021-04-16 00:00:00-04:00,351.9317734,354.8827603,350.8655776,352.9027405,2249200,0,0,348.925531,346.2096436,337.4789352,73.61123142,4.017182754,5.091495497,354.7318472,332.0525112,344.0445985,28.21909732,315.8255012,91.31891815,79.7073374,0,4.102907186,23.09008941,27.31078665,8.374253734,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
258,2021-04-19 00:00:00-04:00,353.1692632,353.6737895,350.5038464,351.7889404,1560000,0,0,349.8279724,347.040683,339.4132721,68.28600552,3.169943138,4.85827098,356.1717232,332.4349139,345.2360357,28.14874354,317.0872922,86.43563913,61.89919173,0,0,24.19854445,18.950581,12.16238658,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
259,2021-04-20 00:00:00-04:00,351.2654239,357.3197408,351.0084108,353.8642273,2330700,0,0,351.0693054,348.1458893,341.1857849,83.89885314,6.311329961,4.81203205,356.7357268,334.8600025,346.5634498,28.2972571,318.2661927,86.10804397,49.30212668,3.645951258,0,29.84302551,19.13267759,21.86869662,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
260,2021-04-21 00:00:00-04:00,353.7499601,356.5772195,353.6167038,356.1107788,1531800,0,0,353.1483276,349.6004547,342.7921829,83.71298166,2.960515695,4.464573409,357.7877251,336.7467815,348.0322697,28.47466933,319.5576003,94.64812212,82.26260674,0,2.608292984,28.08397329,24.79469185,6.220432058,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
261,2021-04-22 00:00:00-04:00,356.348737,357.3958754,352.2458835,353.4167786,2138000,0,0,353.6166931,350.5562042,344.3733536,75.16961161,5.149991962,4.44553468,357.8587347,338.8951454,348.8606557,28.2882554,320.5724003,77.52691574,37.70459601,0.818655923,0,29.51962185,21.22991984,16.33453569,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
262,2021-04-23 00:00:00-04:00,353.4167854,356.834242,352.6076316,355.3396912,1404500,0,0,354.1040833,351.5148071,345.6556152,71.81369798,4.226610323,4.221830126,358.9373751,339.5109543,349.8574303,28.41688493,321.4405454,87.88562129,60.07402933,0,0.36174815,22.4672627,22.96687868,1.099648773,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
263,2021-04-26 00:00:00-04:00,355.929907,355.929907,350.513373,350.8084717,2059700,0,0,353.9079895,351.867981,346.4409698,62.87558267,5.416534028,4.350342879,358.798834,340.791825,350.0037444,28.09076716,321.9129772,61.18912848,4.28766574,0,0,21.80356104,18.91236528,7.100896422,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
264,2021-04-27 00:00:00-04:00,350.4753629,353.1312515,347.7337742,352.4172974,1875900,0,0,353.6186035,352.3439545,347.1101852,67.27282795,5.397477376,4.474093418,358.3001752,342.8407942,350.3750602,28.18578256,322.1892777,66.98277144,51.46464229,0,0,21.2004886,18.38926145,7.100896422,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
265,2021-04-28 00:00:00-04:00,351.7889102,352.6932635,350.4847589,351.8269958,1305600,0,0,352.7618469,352.9550873,348.0545059,63.40907737,2.208504601,4.141597113,357.8463286,344.4328855,350.5984349,28.1490947,322.4493403,63.06790213,49.94088992,0,2.750984718,15.41605802,24.61011096,22.97010475,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
266,2021-04-29 00:00:00-04:00,351.5789277,357.4649535,351.5693786,356.3488159,1848300,0.79,0,353.3482544,353.4824738,349.0949799,66.38210408,5.89557483,4.28324858,358.372263,345.4205445,351.4831089,28.48132671,323.0017822,91.72707399,88.53029521,4.771689962,0,22.86362775,23.79617951,1.998618984,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
267,2021-04-30 00:00:00-04:00,355.7478755,356.9403478,354.2405742,354.9656067,2118900,0,0,353.2734375,353.6887604,349.949202,61.94008843,2.699773558,4.210226436,358.5258501,346.3653678,352.0188778,28.40347655,323.6154013,79.74517378,64.19373784,0,2.6711956,23.26017438,25.93067342,5.428853447,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
